STATION,STATION LONG NAME,UNIT NAME,SEASONAL MAX MW (HSL),AVAILABLE MW AFTER OUTAGE/DERATE,MW REDUCTION FROM OUTAGE/DERATE,FUEL TYPE,START,END,RESOURCE ENTITY,COUNTY
LEON_CRK,LEON CREEK,LCPCT4,46,40,6,NG,2/15/21 5:45 PM,2/15/21 9:11 PM,CPS ENERGY (RE),BEXAR
DEWOLF,DEWOLF EAST,UNIT1,199,0,199,WIND,2/15/21 6:00 PM,2/22/21 6:00 PM,AVIATOR WIND LLC (RE),COKE
RIONOG,RIO NOGALES POWER PROJECT,ST1,308,308,0,NG,2/15/21 6:00 PM,2/16/21 9:09 AM,CPS ENERGY 1 (RE),GUADALUPE
WGU,WAGYU SOLAR,UNIT1,120,42,78,SOLAR,2/15/21 6:00 PM,2/16/21 7:00 PM,WAGYU SOLAR LLC (RE),BRAZORIA
EXN,EXXON,EXN_G2,33,0,33,NG,2/15/21 6:40 PM,2/17/21 5:53 AM,EXXONMOBIL REFINING AND SUPPLY COMPANY (RE),HARRIS
RHESS2,RABBIT HILL ESS,ESS_1,10,0,10,ESR,2/15/21 6:47 PM,2/19/21 1:00 PM,VIRIDITY ENERGY SOLUTIONS INC (RE),WILLIAMSON
BRAUNIG,BRAUNIG,AVR1_CT1,169,157,12,NG,2/15/21 6:55 PM,2/15/21 9:33 PM,CPS ENERGY (RE),BEXAR
SANROMAN,SAN ROMAN WIND I,WIND_1,95,74,21,WIND,2/15/21 7:00 PM,2/16/21 12:00 PM,SAN ROMAN WIND I LLC (RE),CAMERON
SSPURTWO,SPINNING SPUR WIND TWO,SS3WIND1,96,10,86,WIND,2/15/21 7:01 PM,2/15/21 7:48 PM,SPINNING SPUR WIND THREE LLC (RE),OLDHAM
SSPURTWO,SPINNING SPUR WIND TWO,SS3WIND2,98,3,95,WIND,2/15/21 7:01 PM,2/15/21 7:48 PM,SPINNING SPUR WIND THREE LLC (RE),OLDHAM
SSPURTWO,SPINNING SPUR WIND TWO,WIND_1,161,10,151,WIND,2/15/21 7:01 PM,2/15/21 7:48 PM,SPINNING SPUR WIND TWO LLC (RE),OLDHAM
DEC,Denton Energy Center,AGR_A,56,0,56,NG,2/15/21 7:21 PM,2/16/21 1:42 PM,DENTON MUNICIPAL ELECTRIC DEC (RE),DENTON
DEC,Denton Energy Center,AGR_B,56,0,56,NG,2/15/21 7:27 PM,2/16/21 1:40 PM,DENTON MUNICIPAL ELECTRIC DEC (RE),DENTON
DEC,Denton Energy Center,AGR_C,56,0,56,NG,2/15/21 7:29 PM,2/16/21 1:42 PM,DENTON MUNICIPAL ELECTRIC DEC (RE),DENTON
DEC,Denton Energy Center,AGR_D,56,0,56,NG,2/15/21 7:30 PM,2/16/21 1:42 PM,DENTON MUNICIPAL ELECTRIC DEC (RE),DENTON
BTE,BAYTOWN ENERGY CENTER,BTE_G1,195,0,195,NG,2/15/21 7:33 PM,2/18/21 2:44 AM,CALPINE CORP (RE),CHAMBERS
JUNO,JUNO SOLAR,UNIT1,162,53,109,SOLAR,2/15/21 7:36 PM,2/28/21 11:59 PM,SE JUNO LLC (RE),BORDEN
MESQCRK,MESQUITE CREEK WIND,WND1,106,0,106,WIND,2/15/21 7:43 PM,2/15/21 7:47 PM,MESQUITE CREEK WIND LLC (RE),DAWSON
MESQCRK,MESQUITE CREEK WIND,WND2,106,0,106,WIND,2/15/21 7:43 PM,2/15/21 7:47 PM,MESQUITE CREEK WIND LLC (RE),DAWSON
MESQCRK,MESQUITE CREEK WIND,WND1,106,0,106,WIND,2/15/21 7:47 PM,2/16/21 2:02 AM,MESQUITE CREEK WIND LLC (RE),DAWSON
MESQCRK,MESQUITE CREEK WIND,WND2,106,0,106,WIND,2/15/21 7:47 PM,2/16/21 2:02 AM,MESQUITE CREEK WIND LLC (RE),DAWSON
CAMWIND,CAMERON WINDFARM,UNIT1,165,100,65,WIND,2/15/21 7:51 PM,2/16/21 12:00 PM,CAMERON WIND I LLC (RE),CAMERON
MIDWIND,MIDWIND SUBSTATION,UNIT1,163,80,83,WIND,2/15/21 8:00 PM,2/17/21 5:30 AM,MIDWAY WIND LLC (RE),SAN PATRICIO
PANDA_T2,PANDA TEMPLE POWER II,TMPL2CT2,218,0,218,NG,2/15/21 8:00 PM,2/16/21 6:00 AM,PANDA TEMPLE POWER II LLC (RE),BELL
PANDA_T2,PANDA TEMPLE POWER II,TMPL2ST1,334,0,334,NG,2/15/21 8:00 PM,2/16/21 6:00 AM,PANDA TEMPLE POWER II LLC (RE),BELL
SWEETWN5,SWEETWATER WIND 5,WND5,85,0,85,WIND,2/15/21 8:00 PM,2/16/21 11:59 AM,SWEETWATER WIND 5 LLC (RE),NOLAN
NWF,Notrees Windfarm,NWF1,93,12,81,WIND,2/15/21 8:59 PM,2/15/21 9:03 PM,NOTREES WINDPOWER LP (RE),WINKLER
NWF,Notrees Windfarm,NWF2,60,9,51,WIND,2/15/21 8:59 PM,2/15/21 9:03 PM,NOTREES WINDPOWER LP (RE),WINKLER
FLTBES,FLAT TOP BATT,BESS1,10,0,10,ESR,2/15/21 9:00 PM,2/16/21 12:00 AM,KEY CAPTURE ENERGY LLC (RE),REEVES
WRSBES,WORSHAM BATT,BESS1,10,0,10,ESR,2/15/21 9:00 PM,2/16/21 12:00 AM,KEY CAPTURE ENERGY LLC (RE),REEVES
NWF,Notrees Windfarm,NWF1,93,12,81,WIND,2/15/21 9:03 PM,2/18/21 3:28 PM,NOTREES WINDPOWER LP (RE),WINKLER
NWF,Notrees Windfarm,NWF2,60,9,51,WIND,2/15/21 9:03 PM,2/18/21 3:28 PM,NOTREES WINDPOWER LP (RE),WINKLER
OGSES,OAK GROVE SES,UNIT2,855,0,855,COAL,2/15/21 9:07 PM,2/17/21 12:12 AM,OAK GROVE MANAGEMENT COMPANY LLC (RE),ROBERTSON
LEON_CRK,LEON CREEK,LCPCT1,46,0,46,NG,2/15/21 9:11 PM,2/15/21 9:12 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT2,46,0,46,NG,2/15/21 9:11 PM,2/15/21 9:12 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT3,46,0,46,NG,2/15/21 9:11 PM,2/15/21 9:12 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT4,46,35,11,NG,2/15/21 9:11 PM,2/15/21 9:12 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT1,46,35,11,NG,2/15/21 9:12 PM,2/16/21 6:45 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT2,46,35,11,NG,2/15/21 9:12 PM,2/16/21 6:45 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT3,46,35,11,NG,2/15/21 9:12 PM,2/15/21 9:30 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT4,46,35,11,NG,2/15/21 9:12 PM,2/16/21 6:45 PM,CPS ENERGY (RE),BEXAR
ATKINS,ATKINS,ATKINSG7,20,5,15,NG,2/15/21 9:18 PM,2/15/21 10:32 PM,BRYAN TEXAS UTILITIES (RE),BRAZOS
LEON_CRK,LEON CREEK,LCPCT3,46,35,11,NG,2/15/21 9:30 PM,2/16/21 6:45 PM,CPS ENERGY (RE),BEXAR
BRAUNIG,BRAUNIG,AVR1_CT1,169,101,68,NG,2/15/21 9:33 PM,2/15/21 10:00 PM,CPS ENERGY (RE),BEXAR
BRAUNIG,BRAUNIG,AVR1_CT2,169,101,68,NG,2/15/21 9:33 PM,2/15/21 10:00 PM,CPS ENERGY (RE),BEXAR
BRAUNIG,BRAUNIG,AVR1_ST,190,128,62,NG,2/15/21 9:33 PM,2/16/21 6:20 AM,CPS ENERGY (RE),BEXAR
GBY,GREENS BAYOU,GBYGT74,65,0,65,NG,2/15/21 9:33 PM,2/15/21 11:17 PM,NRG TEXAS POWER LLC (RE),HARRIS
GBY,GREENS BAYOU,GBYGT81,65,0,65,NG,2/15/21 9:33 PM,2/16/21 1:59 AM,NRG TEXAS POWER LLC (RE),HARRIS
GBY,GREENS BAYOU,GBYGT82,50,0,50,NG,2/15/21 9:33 PM,2/15/21 10:08 PM,NRG TEXAS POWER LLC (RE),HARRIS
GBY,GREENS BAYOU,GBYGT83,65,0,65,NG,2/15/21 9:33 PM,2/15/21 11:17 PM,NRG TEXAS POWER LLC (RE),HARRIS
BRAUNIG,BRAUNIG,AVR1_CT1,169,101,68,NG,2/15/21 10:00 PM,2/16/21 6:20 AM,CPS ENERGY (RE),BEXAR
BRAUNIG,BRAUNIG,AVR1_CT2,169,101,68,NG,2/15/21 10:00 PM,2/17/21 12:00 PM,CPS ENERGY (RE),BEXAR
QALSW,QUAIL SWITCH,GT1,84,0,84,NG,2/15/21 10:00 PM,2/16/21 9:01 AM,QUAIL RUN ENERGY PARTNERS LP (RE),ECTOR
QALSW,QUAIL SWITCH,STG1,98,0,98,NG,2/15/21 10:00 PM,2/16/21 9:01 AM,QUAIL RUN ENERGY PARTNERS LP (RE),ECTOR
GBY,GREENS BAYOU,GBYGT82,50,0,50,NG,2/15/21 10:08 PM,2/15/21 11:17 PM,NRG TEXAS POWER LLC (RE),HARRIS
THW,TH WHARTON,THWGT52,65,0,65,NG,2/15/21 10:21 PM,2/15/21 11:47 PM,NRG TEXAS POWER LLC (RE),HARRIS
OGSES,OAK GROVE SES,UNIT1A,855,0,855,COAL,2/15/21 11:00 PM,2/16/21 12:25 AM,OAK GROVE MANAGEMENT COMPANY LLC (RE),ROBERTSON
BOSQUESW,BOSQUE SWITCH,BSQSU_3,169,110,59,NG,2/15/21 11:15 PM,2/19/21 1:11 PM,CALPINE CORP (RE),BOSQUE
BOSQUESW,BOSQUE SWITCH,BSQSU_4,85,68,17,NG,2/15/21 11:15 PM,2/19/21 1:11 PM,CALPINE CORP (RE),BOSQUE
GBY,GREENS BAYOU,GBYGT82,50,38,12,NG,2/15/21 11:17 PM,2/16/21 1:47 AM,NRG TEXAS POWER LLC (RE),HARRIS
FTWIND,FLAT TOP WIND SUBSTATION,UNIT_1,200,10,190,WIND,2/15/21 11:22 PM,2/16/21 11:59 PM,FLAT TOP WIND I LLC (RE),MILLS
LV1,LOS VIENTOS WINDPOWER,LV1A,200,15,185,WIND,2/15/21 11:40 PM,2/16/21 3:21 PM,LOS VIENTOS WINDPOWER IA LLC (RE),WILLACY
HHGT,HORSE HOLLOW GENERATION TIE,HHOLLOW3,224,5,219,WIND,2/15/21 11:59 PM,2/18/21 1:13 AM,HORSE HOLLOW GENERATION TIE LLC 3 (RE),TAYLOR
TEN,TENASKA (BRAZOS),CT1,177,0,177,NG,2/16/21 12:00 AM,2/18/21 11:59 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JOHNSON
TEN,TENASKA (BRAZOS),STG,106,0,106,NG,2/16/21 12:00 AM,2/18/21 11:59 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JOHNSON
HHGT,HORSE HOLLOW GENERATION TIE,HHOLLOW1,213,74,139,WIND,2/16/21 12:01 AM,2/17/21 9:52 AM,HORSE HOLLOW GENERATION TIE LLC (RE),TAYLOR
JACKCNTY,JACK COUNTY,STG,293,0,293,NG,2/16/21 12:01 AM,2/16/21 10:09 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
WHCCS2,WOLF HOLLOW II,CT5,355,0,355,NG,2/16/21 12:01 AM,2/16/21 11:11 AM,WOLF HOLLOW II POWER LLC (RE),HOOD
WHCCS2,WOLF HOLLOW II,STG6,485,0,485,NG,2/16/21 12:01 AM,2/16/21 6:00 PM,WOLF HOLLOW II POWER LLC (RE),HOOD
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,135,32,NG,2/16/21 12:25 AM,2/16/21 12:32 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,135,29,NG,2/16/21 12:25 AM,2/16/21 12:32 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,180,130,NG,2/16/21 12:25 AM,2/16/21 12:32 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,140,30,NG,2/16/21 12:25 AM,2/16/21 12:32 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,140,33,NG,2/16/21 12:25 AM,2/16/21 12:32 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,170,140,NG,2/16/21 12:25 AM,2/16/21 12:32 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
OGSES,OAK GROVE SES,UNIT1A,855,0,855,COAL,2/16/21 12:25 AM,2/16/21 12:00 PM,OAK GROVE MANAGEMENT COMPANY LLC (RE),ROBERTSON
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,135,32,NG,2/16/21 12:32 AM,2/16/21 2:41 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,135,29,NG,2/16/21 12:32 AM,2/16/21 2:41 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,180,130,NG,2/16/21 12:32 AM,2/16/21 2:41 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,140,30,NG,2/16/21 12:32 AM,2/16/21 2:41 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,140,33,NG,2/16/21 12:32 AM,2/16/21 2:41 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,170,140,NG,2/16/21 12:32 AM,2/16/21 2:41 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
CN_BRKS,CANADIAN BREAKS,UNIT_1,210,195,15,WIND,2/16/21 12:33 AM,2/18/21 8:09 AM,CANADIAN BREAKS LLC (RE),OLDHAM
CALAVERS,CALAVERAS,JKS1,560,136,424,COAL,2/16/21 12:58 AM,2/17/21 4:45 PM,CPS ENERGY (RE),BEXAR
GIDEON,SIM GIDEON,GIDEONG3,340,143,197,NG,2/16/21 1:00 AM,2/19/21 1:45 AM,LOWER COLORADO RIVER AUTHORITY (RE),BASTROP
DDPEC,DEER PARK ENERGY CENTER,GT6,190,0,190,NG,2/16/21 1:17 AM,2/16/21 1:01 PM,CALPINE CORP (RE),HARRIS
,,,,,,,2/16/21 1:20 AM,2/16/21 11:59 PM,,
,,,,,,,2/16/21 1:24 AM,2/16/21 1:25 AM,,
,,,,,,,2/16/21 1:24 AM,2/16/21 1:25 AM,,
CALAVERS,CALAVERAS,OWS2,410,365,45,NG,2/16/21 1:25 AM,2/16/21 6:00 AM,CPS ENERGY (RE),BEXAR
,,,,,,,2/16/21 1:25 AM,2/16/21 7:30 PM,,
,,,,,,,2/16/21 1:25 AM,2/16/21 1:00 PM,,
BULLCRK,BULL CREEK WIND,WND1,88,0,88,WIND,2/16/21 1:48 AM,2/16/21 2:00 AM,BULL CREEK WIND LLC (RE),BORDEN
BULLCRK,BULL CREEK WIND,WND2,90,0,90,WIND,2/16/21 1:48 AM,2/16/21 2:00 AM,BULL CREEK WIND LLC (RE),BORDEN
,,,,,,,2/16/21 1:53 AM,2/18/21 5:55 PM,,
GBY,GREENS BAYOU,GBYGT81,65,0,65,NG,2/16/21 1:59 AM,2/16/21 4:52 AM,NRG TEXAS POWER LLC (RE),HARRIS
WAP,WA PARISH,WAP_G3,258,94,164,NG,2/16/21 1:59 AM,2/24/21 11:59 PM,NRG TEXAS POWER LLC (RE),FORT BEND
BULLCRK,BULL CREEK WIND,WND1,88,50,38,WIND,2/16/21 2:00 AM,2/16/21 10:00 AM,BULL CREEK WIND LLC (RE),BORDEN
BULLCRK,BULL CREEK WIND,WND2,90,55,35,WIND,2/16/21 2:00 AM,2/16/21 10:00 AM,BULL CREEK WIND LLC (RE),BORDEN
MESQCRK,MESQUITE CREEK WIND,WND1,106,0,106,WIND,2/16/21 2:02 AM,2/16/21 2:04 AM,MESQUITE CREEK WIND LLC (RE),DAWSON
MESQCRK,MESQUITE CREEK WIND,WND2,106,0,106,WIND,2/16/21 2:02 AM,2/16/21 2:04 AM,MESQUITE CREEK WIND LLC (RE),DAWSON
MESQCRK,MESQUITE CREEK WIND,WND1,106,5,101,WIND,2/16/21 2:04 AM,2/16/21 3:33 PM,MESQUITE CREEK WIND LLC (RE),DAWSON
MESQCRK,MESQUITE CREEK WIND,WND2,106,5,101,WIND,2/16/21 2:04 AM,2/16/21 3:33 PM,MESQUITE CREEK WIND LLC (RE),DAWSON
,,,,,,,2/16/21 2:28 AM,2/19/21 3:22 PM,,
,,,,,,,2/16/21 2:28 AM,2/19/21 3:22 PM,,
HRFDWIND,HEREFORD WIND,WIND_G,100,76,24,WIND,2/16/21 2:28 AM,2/18/21 7:54 AM,TX HEREFORD WIND LLC (RE),DEAF SMITH
,,,,,,,2/16/21 2:28 AM,2/16/21 2:29 AM,,
,,,,,,,2/16/21 2:28 AM,2/16/21 2:29 AM,,
,,,,,,,2/16/21 2:29 AM,2/16/21 8:48 AM,,
,,,,,,,2/16/21 2:29 AM,2/16/21 8:48 AM,,
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,128,39,NG,2/16/21 2:41 AM,2/16/21 2:47 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,128,36,NG,2/16/21 2:41 AM,2/16/21 2:47 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,154,156,NG,2/16/21 2:41 AM,2/16/21 2:47 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,128,42,NG,2/16/21 2:41 AM,2/16/21 2:47 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,128,45,NG,2/16/21 2:41 AM,2/16/21 2:47 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,159,151,NG,2/16/21 2:41 AM,2/16/21 2:47 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
BAC,PHR GT PEAKER PROJECT,CTG4,65,0,65,NG,2/16/21 2:45 AM,2/16/21 10:50 AM,PHR HOLDINGS LLC (RE),GALVESTON
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,128,39,NG,2/16/21 2:47 AM,2/16/21 3:34 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,128,36,NG,2/16/21 2:47 AM,2/16/21 3:34 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,154,156,NG,2/16/21 2:47 AM,2/16/21 3:34 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,128,42,NG,2/16/21 2:47 AM,2/16/21 3:34 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,128,45,NG,2/16/21 2:47 AM,2/16/21 3:34 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,159,151,NG,2/16/21 2:47 AM,2/16/21 3:34 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
SJS,SAN JACINTO STEAM,SJS_G2,87,0,87,NG,2/16/21 2:51 AM,2/16/21 6:06 AM,NRG TEXAS POWER LLC (RE),HARRIS
CEDROHIL,Cedro Hill Wind Farm,CHW1,75,0,75,WIND,2/16/21 2:57 AM,2/16/21 7:00 PM,CEDRO HILL WIND LLC (RE),WEBB
SCSES,STRYKER CREEK SES,UNIT1A,167,0,167,NG,2/16/21 2:58 AM,2/16/21 7:45 AM,LUMINANT GENERATION COMPANY LLC (RE),CHEROKEE
JCKCNTY2,JACK COUNTY 2 PLANT,CT3,165,100,65,NG,2/16/21 3:16 AM,2/16/21 8:00 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
JCKCNTY2,JACK COUNTY 2 PLANT,CT4,165,100,65,NG,2/16/21 3:16 AM,2/16/21 8:00 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
JCKCNTY2,JACK COUNTY 2 PLANT,ST2,310,145,165,NG,2/16/21 3:16 AM,2/16/21 8:00 AM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
,,,,,,,2/16/21 3:18 AM,2/16/21 7:00 AM,,
,,,,,,,2/16/21 3:18 AM,2/16/21 7:00 AM,,
SANDHSYD,SAND HILL ENERGY CTR,SH1,48,41,7,NG,2/16/21 3:25 AM,2/22/21 11:59 PM,CITY OF AUSTIN DBA AUSTIN ENERGY (RE),TRAVIS
SANDHSYD,SAND HILL ENERGY CTR,SH_5C,150,0,150,NG,2/16/21 3:31 AM,2/16/21 5:50 AM,CITY OF AUSTIN DBA AUSTIN ENERGY (RE),TRAVIS
THW,TH WHARTON,THWGT52,65,0,65,NG,2/16/21 3:31 AM,2/16/21 8:15 AM,NRG TEXAS POWER LLC (RE),HARRIS
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,112,55,NG,2/16/21 3:34 AM,2/16/21 3:36 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,112,52,NG,2/16/21 3:34 AM,2/16/21 3:36 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,136,174,NG,2/16/21 3:34 AM,2/16/21 3:36 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,112,58,NG,2/16/21 3:34 AM,2/16/21 3:36 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,112,61,NG,2/16/21 3:34 AM,2/16/21 3:36 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,146,164,NG,2/16/21 3:34 AM,2/16/21 3:36 AM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT101,167,112,55,NG,2/16/21 3:36 AM,2/16/21 10:13 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1CT201,164,112,52,NG,2/16/21 3:36 AM,2/16/21 10:13 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,1ST,310,136,174,NG,2/16/21 3:36 AM,2/16/21 10:13 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,112,58,NG,2/16/21 3:36 AM,2/16/21 10:13 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2CT201,173,112,61,NG,2/16/21 3:36 AM,2/16/21 10:13 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,146,164,NG,2/16/21 3:36 AM,2/16/21 10:13 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
SAGEDRAW,SAGE DRAW WIND PROJECT,UNIT1,169,37,132,WIND,2/16/21 3:50 AM,2/16/21 1:27 PM,SAGE DRAW WIND LLC (RE),LYNN
SAGEDRAW,SAGE DRAW WIND PROJECT,UNIT2,169,38,131,WIND,2/16/21 3:50 AM,2/16/21 1:27 PM,SAGE DRAW WIND LLC (RE),LYNN
LHM,LYCHEM,CVC_G4,181,0,181,NG,2/16/21 3:55 AM,2/23/21 4:26 AM,EIF CHANNELVIEW COGENERATION LLC (RE),HARRIS
LV3,LOS VIENTOS III,UNIT_1,200,40,160,WIND,2/16/21 4:00 AM,2/16/21 5:15 AM,LOS VIENTOS WINDPOWER III LLC (RE),STARR
LV4,LOS VIENTOS WINDPOWER IV LLC,UNIT_1,200,60,140,WIND,2/16/21 4:00 AM,2/16/21 12:32 PM,LOS VIENTOS WINDPOWER IV LLC (RE),STARR
TAHOKA,TAHOKA WIND,UNIT_1,150,50,100,WIND,2/16/21 4:12 AM,2/16/21 3:11 PM,TAHOKA WIND LLC (RE),LYNN
TAHOKA,TAHOKA WIND,UNIT_2,150,50,100,WIND,2/16/21 4:12 AM,2/16/21 3:11 PM,TAHOKA WIND LLC (RE),LYNN
DERMOTT,DERMOTT WIND,UNIT1,127,65,62,WIND,2/16/21 4:22 AM,2/16/21 1:37 PM,DERMOTT WIND LLC (RE),SCURRY
DERMOTT,DERMOTT WIND,UNIT2,127,65,62,WIND,2/16/21 4:22 AM,2/16/21 1:37 PM,DERMOTT WIND LLC (RE),SCURRY
BUCKTHRN,BUCKTHORN WIND,UNIT1,45,35,10,WIND,2/16/21 4:37 AM,2/19/21 10:35 AM,BUCKTHORN WIND PROJECT LLC (RE),ERATH
BUCKTHRN,BUCKTHORN WIND,UNIT2,56,31,25,WIND,2/16/21 4:37 AM,2/18/21 10:00 AM,BUCKTHORN WIND PROJECT LLC (RE),ERATH
DDPEC,DEER PARK ENERGY CENTER,GT1,203,0,203,NG,2/16/21 4:38 AM,2/16/21 8:14 AM,CALPINE CORP (RE),HARRIS
AEEC,ANTELOPE ELK ENERGY CENTER,ELK_2,200,0,200,NG,2/16/21 4:43 AM,2/16/21 1:49 PM,GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE),HALE
GPASTURE,GREEN PASTURES WIND,WIND_I,150,5,145,WIND,2/16/21 4:49 AM,2/20/21 11:26 AM,GREEN PASTURES WIND I LLC (RE),BAYLOR
VERTIGO,VERTIGO WIND,WIND_I,150,10,140,WIND,2/16/21 4:49 AM,2/20/21 11:26 AM,GREEN PASTURES WIND II LLC (RE),BAYLOR
INDNENR,INDIAN MESA ENRON,INDNENR,66,6,60,WIND,2/16/21 4:51 AM,2/17/21 3:06 AM,DESERT SKY WIND FARM LLC (RE),PECOS
INDNENR,INDIAN MESA ENRON,INDNENR_2,66,6,60,WIND,2/16/21 4:51 AM,2/17/21 3:13 AM,DESERT SKY WIND FARM LLC (RE),PECOS
INDNENR,INDIAN MESA ENRON,UNIT_1B,24,6,18,WIND,2/16/21 4:51 AM,2/17/21 6:40 PM,DESERT SKY WIND FARM LLC (RE),PECOS
INDNENR,INDIAN MESA ENRON,UNIT_2B,15,6,9,WIND,2/16/21 4:51 AM,2/17/21 9:15 AM,DESERT SKY WIND FARM LLC (RE),PECOS
HAYSEN,HAYS ENERGY,HAYSENG3,242,0,242,NG,2/16/21 5:00 AM,2/16/21 12:00 PM,HAYS ENERGY LLC (RE),HAYS
SALTFORK,SALT FORK,UNIT1,64,58,6,WIND,2/16/21 5:08 AM,2/16/21 12:55 PM,SALT FORK WIND LLC (RE),DONLEY
SALTFORK,SALT FORK,UNIT2,110,98,12,WIND,2/16/21 5:08 AM,2/16/21 12:55 PM,SALT FORK WIND LLC (RE),DONLEY
LV3,LOS VIENTOS III,UNIT_1,200,50,150,WIND,2/16/21 5:15 AM,2/16/21 12:32 PM,LOS VIENTOS WINDPOWER III LLC (RE),STARR
